step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
1139,2023-07-03 09:49:17.470261422,2,193.55,87.0,-0.481343115688903,0.35466681568888936,0.11000000000001364,0.0166763
1229,2023-07-03 10:04:54.233300678,1,193.65,108.0,-0.18679671803554812,0.08031621803554471,0.09000000000000341,0.0164805
1230,2023-07-03 10:04:54.370384129,2,193.63,91.0,-0.24332965743823098,0.11638925743821735,0.11000000000001364,0.0169404
1236,2023-07-03 10:04:57.609134588,2,193.57,17.0,-0.11246641820429476,0.025398218204301576,0.06999999999999318,0.0170682
1280,2023-07-03 10:05:21.240736312,1,193.43,191.0,-0.14304250464463794,0.03591850464463453,0.09000000000000341,0.017124
1282,2023-07-03 10:05:21.240736312,2,193.4,191.0,-0.29457320870313997,0.08798200870314223,0.18999999999999773,0.0165912
1300,2023-07-03 10:05:28.199201667,1,193.09,196.0,-0.48093388482437627,0.11358428482438193,0.3499999999999943,0.0173496
1302,2023-07-03 10:05:28.199201667,2,193.0,112.0,-0.48274781820429935,0.025398218204301576,0.4399999999999977,0.0173496
1304,2023-07-03 10:05:28.199201667,2,193.0,84.0,-0.6369421232231703,0.17959252322317262,0.4399999999999977,0.0173496
1306,2023-07-03 10:05:28.199201667,1,193.0,145.0,-0.5081460364086009,0.05079643640860315,0.4399999999999977,0.0173496
1308,2023-07-03 10:05:28.199821099,2,193.01,145.0,-0.31603084237852147,0.28958424237850217,0.010000000000019327,0.0164466
1354,2023-07-03 10:07:02.133224655,1,193.27,154.0,-0.07338174241219096,0.056792142412190966,0.0,0.0165896
1365,2023-07-03 10:08:21.530320713,2,193.3,154.0,-0.3104017820430078,0.25398218204301576,0.03999999999999204,0.0164196
1422,2023-07-03 10:12:47.831335542,1,193.41,173.0,-0.11068716012723331,0.08423636012724241,0.009999999999990905,0.0164508
